City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
345,sao borja,-28.6606,-56.0044,69.94,83,84,24.43,BR,1676584256
346,prince george,53.9166,-122.753,36.25,74,20,14.97,CA,1676584257
347,barra do garcas,-15.89,-52.2567,73.98,100,75,2.3,BR,1676584257
348,lagoa,39.05,-27.9833,58.32,77,88,21.92,PT,1676584257
349,mitu,1.1983,-70.1733,78.42,92,94,1.1,CO,1676584258
350,dodge city,37.7528,-100.0171,30.25,68,0,23.02,US,1676584258
351,esperance,-33.8667,121.9,63.3,75,0,2.01,AU,1676583665
352,westport,41.1415,-73.3579,61.93,70,75,8.05,US,1676583588
353,aketi,2.7388,23.7833,72.16,37,57,2.13,CD,1676584259
354,abha,18.2164,42.5053,55.65,82,20,5.75,SA,1676584259
355,port-gentil,-0.7193,8.7815,80.56,89,40,3.44,GA,1676584259
356,coruche,38.9595,-8.5252,55.4,73,3,6.33,PT,1676584260
357,mamallapuram,12.6264,80.1722,76.05,76,27,1.36,IN,1676584260
358,vihti,60.417,24.3197,35.29,97,100,4.0,FI,1676584260
359,andra,62.5147,65.8878,-3.69,99,87,3.09,RU,1676584261
360,ahipara,-35.1667,173.1667,68.76,60,12,11.97,NZ,1676583748
361,neuquen,-38.9516,-68.0591,62.49,20,0,9.22,AR,1676584261
362,djibo,14.1022,-1.6306,74.19,15,73,10.6,BF,1676584263
363,saint john,45.2727,-66.0677,47.43,66,75,8.05,CA,1676583801
